image_name,crop,disease,class_id,class_index,original_source,processed_path,extension,file_size,width,height,leakage_group_id
cotton_alternaria_leaf_spot_000002.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000002.png,png,43851,700,700,LG_SINGLE_000002
cotton_alternaria_leaf_spot_000004.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000004.png,png,30691,700,700,LG_SINGLE_000004
cotton_alternaria_leaf_spot_000005.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000005.png,png,32369,700,700,LG_SINGLE_000005
cotton_alternaria_leaf_spot_000006.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000006.png,png,33166,700,700,LG_SINGLE_000006
cotton_alternaria_leaf_spot_000007.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000007.png,png,35501,700,700,LG_SINGLE_000007
cotton_alternaria_leaf_spot_000008.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000008.png,png,35877,700,700,LG_SINGLE_000008
cotton_alternaria_leaf_spot_000009.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000009.png,png,40303,700,700,LG_SINGLE_000009
cotton_alternaria_leaf_spot_000010.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000010.png,png,42329,700,700,LG_SINGLE_000010
cotton_alternaria_leaf_spot_000011.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000011.png,png,35174,700,700,LG_SINGLE_000011
cotton_alternaria_leaf_spot_000013.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000013.png,png,41334,700,700,LG_SINGLE_000013
cotton_alternaria_leaf_spot_000015.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000015.png,png,39700,700,700,LG_SINGLE_000015
cotton_alternaria_leaf_spot_000016.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000016.png,png,38216,700,700,LG_SINGLE_000016
cotton_alternaria_leaf_spot_000017.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000017.png,png,38101,700,700,LG_SINGLE_000017
cotton_alternaria_leaf_spot_000021.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000021.png,png,39281,700,700,LG_SINGLE_000021
cotton_alternaria_leaf_spot_000022.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000022.png,png,40621,700,700,LG_SINGLE_000022
cotton_alternaria_leaf_spot_000023.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000023.png,png,34423,700,700,LG_SINGLE_000023
cotton_alternaria_leaf_spot_000024.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000024.png,png,41905,700,700,LG_SINGLE_000024
cotton_alternaria_leaf_spot_000025.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000025.png,png,45234,700,700,LG_SINGLE_000025
cotton_alternaria_leaf_spot_000026.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000026.png,png,39476,700,700,LG_SINGLE_000026
cotton_alternaria_leaf_spot_000027.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000027.png,png,42420,700,700,LG_SINGLE_000027
cotton_alternaria_leaf_spot_000028.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000028.png,png,43064,700,700,LG_SINGLE_000028
cotton_alternaria_leaf_spot_000029.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000029.png,png,42294,700,700,LG_SINGLE_000029
cotton_alternaria_leaf_spot_000030.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000030.png,png,44825,700,700,LG_SINGLE_000030
cotton_alternaria_leaf_spot_000031.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000031.png,png,45035,700,700,LG_SINGLE_000031
cotton_alternaria_leaf_spot_000032.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000032.png,png,40761,700,700,LG_SINGLE_000032
cotton_alternaria_leaf_spot_000033.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000033.png,png,42909,700,700,LG_SINGLE_000033
cotton_alternaria_leaf_spot_000034.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000034.png,png,47157,700,700,LG_SINGLE_000034
cotton_alternaria_leaf_spot_000035.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000035.png,png,40989,700,700,LG_SINGLE_000035
cotton_alternaria_leaf_spot_000036.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000036.png,png,37184,700,700,LG_SINGLE_000036
cotton_alternaria_leaf_spot_000037.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000037.png,png,38672,700,700,LG_SINGLE_000037
cotton_alternaria_leaf_spot_000038.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000038.png,png,33716,700,700,LG_SINGLE_000038
cotton_alternaria_leaf_spot_000039.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000039.png,png,37573,700,700,LG_SINGLE_000039
cotton_alternaria_leaf_spot_000040.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000040.png,png,43771,700,700,LG_SINGLE_000040
cotton_alternaria_leaf_spot_000041.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000041.png,png,42978,700,700,LG_SINGLE_000041
cotton_alternaria_leaf_spot_000042.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000042.png,png,42795,700,700,LG_SINGLE_000042
cotton_alternaria_leaf_spot_000043.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000043.png,png,43397,700,700,LG_SINGLE_000043
cotton_alternaria_leaf_spot_000045.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000045.png,png,42977,700,700,LG_SINGLE_000045
cotton_alternaria_leaf_spot_000046.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000046.png,png,43080,700,700,LG_SINGLE_000046
cotton_alternaria_leaf_spot_000047.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000047.png,png,44899,700,700,LG_SINGLE_000047
cotton_alternaria_leaf_spot_000048.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000048.png,png,36661,700,700,LG_SINGLE_000048
cotton_alternaria_leaf_spot_000049.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000049.png,png,45908,700,700,LG_SINGLE_000049
cotton_alternaria_leaf_spot_000050.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000050.png,png,42995,700,700,LG_SINGLE_000050
cotton_alternaria_leaf_spot_000055.png,cotton,Alternaria_Leaf_Spot,C03,2,cotton disease dataset,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000055.png,png,40535,700,700,LG_SINGLE_000055
cotton_alternaria_leaf_spot_000056.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000056.png,png,44332,700,700,LG_SINGLE_000056
cotton_alternaria_leaf_spot_000057.png,cotton,Alternaria_Leaf_Spot,C03,2,Cotton Leaf Image Dataset for Disease Classificati,processed/cotton/Alternaria_Leaf_Spot/cotton_alternaria_leaf_spot_000057.png,png,49570,700,700,LG_SINGLE_000057
